,prob,human_len,ai_len,crop_time,image_time,similarity,correct
0,0.9999065399169922,9.0,9.0,1469.0,9676.17521170131,1.0,0.0
1,0.9843493700027466,11.0,10.0,2086.0,13740.30053887606,0.9523809523809524,0.0
2,0.5296310782432556,6.0,6.0,1248.0,8220.467436489607,0.0,0.0
3,0.37763866782188416,11.0,9.0,1692.0,11145.056812933024,0.5,0.0
4,0.9999893307685852,7.0,7.0,2854.0,14746.805014245017,1.0,1.0
5,0.9042041897773744,11.0,10.0,2597.0,13418.869173789175,0.9523809523809524,1.0
6,0.6322821378707886,18.0,7.0,1645.0,8499.822792022791,0.56,1.0
7,0.7948593497276306,18.0,15.0,1679.0,8675.50301994302,0.6666666666666666,1.0
8,0.4540183246135712,1.0,4.0,782.0,4792.0,0.0,0.0
9,0.9289084672927856,4.0,6.0,825.0,3475.9365994236314,0.0,0.0
10,0.9287351369857788,4.0,8.0,910.0,3834.063400576369,0.16666666666666666,0.0
11,0.33150506019592285,1.0,3.0,984.0,4232.0,0.0,0.0
12,0.5999652147293091,11.0,8.0,1781.0,9898.82141907042,0.42105263157894735,0.0
13,0.9566185474395752,6.0,6.0,2510.0,13950.613004978528,1.0,1.0
14,0.9496330618858336,4.0,4.0,1902.0,10571.341010147074,1.0,1.0
15,0.29422837495803833,5.0,7.0,1875.0,10421.274655113442,0.5,1.0
16,0.8473843336105347,14.0,13.0,4420.0,24566.41812032075,0.07407407407407407,0.0
17,0.9225517511367798,12.0,12.0,1677.0,9320.788051533462,0.08333333333333333,1.0
18,0.9993196725845336,7.0,7.0,1813.0,10076.677839851025,1.0,1.0
19,0.9933204054832458,11.0,10.0,1813.0,10076.677839851025,0.9523809523809524,1.0
20,0.9952699542045592,7.0,7.0,2286.0,12705.618059514309,1.0,1.0
21,0.9763585329055786,7.0,7.0,2326.0,12927.938585490061,1.0,1.0
22,0.9807179570198059,19.0,9.0,1718.0,9548.66659065861,0.0,0.0
23,0.9481220841407776,9.0,8.0,2192.0,12183.164823471288,0.9411764705882352,1.0
24,0.8424386978149414,1.0,3.0,816.0,3743.180669474618,0.0,0.0
25,0.4771961569786072,1.0,3.0,710.0,3256.934160939925,0.0,0.0
26,0.4378198385238648,1.0,3.0,685.0,3142.253380625138,0.0,0.0
27,0.36044302582740784,1.0,13.0,664.0,3045.921525160718,0.0,0.0
28,0.3694104552268982,1.0,3.0,701.0,3215.649080026601,0.0,0.0
29,0.3842795789241791,1.0,15.0,935.0,4289.061183772999,0.0,0.0
30,0.9964954257011414,4.0,7.0,1273.0,5712.160150078988,0.0,0.0
31,0.9660475254058838,4.0,9.0,762.0,3419.2191943127973,0.0,0.0
32,0.9988307952880859,4.0,6.0,2161.0,9696.762045813586,0.2,0.0
33,0.9989368319511414,4.0,6.0,868.0,3894.858609794629,0.2,0.0
34,0.9984938502311708,4.0,4.0,1240.0,4162.102100140445,0.25,1.0
35,0.9684980511665344,7.0,7.0,1263.0,4239.3023810301465,0.14285714285714285,1.0
36,0.6402443051338196,6.0,6.0,1454.0,4880.400365809845,0.0,1.0
37,0.8868794441223145,7.0,7.0,1287.0,4319.859195871574,1.0,1.0
38,0.9107434749603271,10.0,8.0,4614.0,15487.047653264526,0.1111111111111111,0.0
39,0.8292950987815857,18.0,16.0,1294.0,4343.3549335336575,0.8235294117647058,1.0
40,0.6375457048416138,25.0,17.0,3510.0,11781.43417055884,0.047619047619047616,1.0
41,0.9977983236312866,6.0,6.0,4516.0,15158.107325995365,1.0,1.0
42,0.9786751866340636,4.0,4.0,2050.0,6880.894601038638,1.0,1.0
43,0.998361110687256,8.0,8.0,2179.0,11713.644076390063,1.0,0.0
44,0.1961917281150818,9.0,3.0,1423.0,7649.617035659963,0.16666666666666666,0.0
45,0.5713939666748047,10.0,13.0,645.0,3467.32465776576,0.17391304347826084,0.0
46,0.954367220401764,10.0,9.0,1670.0,8977.414230184215,0.7368421052631579,0.0
47,0.6931310296058655,1.0,6.0,1175.0,5336.0,0.0,0.0
48,0.5226141214370728,1.0,3.0,751.0,5583.0,0.0,0.0
49,0.9997388124465942,13.0,12.0,2431.0,16636.211172834675,0.96,1.0
50,0.9565467834472656,13.0,12.0,5692.0,38952.41217432127,0.08,1.0
51,0.8921283483505249,11.0,12.0,2448.0,16752.54831390345,0.7826086956521741,1.0
52,0.4191184639930725,31.0,19.0,3809.0,26066.362960644703,0.16,1.0
53,0.9449931383132936,6.0,7.0,2284.0,15630.237070651749,0.9230769230769232,1.0
54,0.3700734674930573,44.0,18.0,4122.0,28208.335028558016,0.12903225806451613,1.0
55,0.57500821352005,32.0,18.0,3005.0,20564.300524215632,0.4,1.0
56,0.9997403621673584,6.0,6.0,1771.0,12119.592754870513,1.0,1.0
57,0.99984472990036,9.0,7.0,1770.0,5012.652021649156,0.0,0.0
