,image_time,crop_time,human_len,ai_len,prob,similarity
657,6.854493543419026,1.388,5,5,0.9999613165855408,1.0
718,5.131596631270597,0.892,12,11,0.9933936595916748,0.9565217391304348
1194,5.676506569343065,1.102,15,14,0.8180336356163025,0.06896551724137931
3725,6.1706257155838244,0.936,6,6,0.99985933303833,0.8333333333333334
1363,8.149567270992366,1.131,5,5,0.9849286079406738,1.0
1260,33.286458398679315,4.643,6,6,0.9471351504325868,1.0
1774,21.245385346654555,3.041,9,9,0.9530121684074402,1.0
1024,8.1000577846945,3.002,5,5,0.9211074113845824,0.0
138,4.207946665463406,1.157,5,9,0.33970561623573303,0.5714285714285714
2754,6.799076923076923,1.216,3,3,0.91836279630661,0.6666666666666666
2749,5.52425,0.988,4,4,0.744887113571167,1.0
41,15.158107325995365,4.516,6,6,0.9977983236312866,1.0
612,9.73066064516129,1.416,6,5,0.9988995790481568,0.9090909090909092
2346,15.542728505629475,2.193,13,13,0.9126808643341064,0.8461538461538461
209,5.603007888349515,1.422,8,9,0.9505701065063475,0.0
105,10.490603550922128,2.14,11,11,0.9498957395553588,0.9090909090909092
1340,10.612653917134068,2.101,8,8,0.9882975816726683,1.0
3142,10.319834097540644,1.171,19,14,0.7242103815078735,0.5454545454545454
485,14.514392232614883,1.854,16,15,0.8054651021957397,0.8387096774193549
286,29.31032524049473,0.377,1,3,0.5553487539291382,0.0
1680,4.747752433401639,1.023,1,1,0.4429182708263397,1.0
2843,7.359003122688797,1.469,8,8,0.9997443556785583,1.0
3882,28.579854012712524,2.947,8,8,0.8552147746086121,1.0
656,8.256997986020613,1.672,15,15,0.9073064923286438,0.06666666666666668
3004,8.828994311944916,1.442,5,4,0.3972650468349457,0.6666666666666666
999,9.331419668564848,2.129,12,11,0.968524694442749,0.9565217391304348
2526,18.52335400890869,2.447,4,4,0.848483681678772,1.0
4032,4.6678565505072775,1.683,7,7,0.9999714493751526,1.0
776,2.6443857418111762,0.839,1,6,0.8899023532867432,0.0
1422,9.318241732513899,1.504,10,10,0.9999623298645021,1.0
347,7.0126547099436545,1.487,6,3,0.4820646941661834,0.2222222222222222
383,8.420441368726198,1.455,6,6,0.9633233547210692,1.0
2520,10.410054340253588,1.526,12,12,0.9357855916023254,1.0
1553,19.876903539968268,4.798,5,5,0.9996776580810548,1.0
1530,10.802026138821887,2.678,10,9,0.9946703314781188,0.9473684210526316
1232,23.732486661784705,3.38,16,14,0.9754308462142944,0.8666666666666667
4037,33.02927817258883,4.713,7,7,0.998299777507782,1.0
1180,1.090992828188338,0.359,1,1,0.4310181736946106,0.0
9,3.4759365994236315,0.825,4,6,0.9289084672927856,0.0
411,9.761074061032863,1.699,11,9,0.9916589856147766,0.1
1695,12.279450385511923,2.386,4,4,0.998892068862915,1.0
231,2.05530107100357,0.453,1,3,0.293643593788147,0.0
3965,6.861679309986491,1.71,6,6,0.9863775968551636,1.0
250,8.377229405973088,1.915,11,6,0.9865653514862059,0.1176470588235294
240,13.684802624856303,3.157,9,9,0.999508023262024,1.0
2539,12.223976583513528,2.093,7,7,0.99954354763031,1.0
3883,16.36665933419598,4.778,6,6,0.9937555193901062,1.0
754,17.718153944151773,4.135,6,6,0.9791346788406372,1.0
2090,8.218390706708501,1.759,7,7,0.9999510049819946,1.0
492,19.914852907318213,4.679,5,5,0.9994446039199828,1.0
1730,10.485324317555722,2.049,11,10,0.9960448145866394,0.9523809523809524
1697,7.753659100642397,1.227,9,9,0.9998505115509032,1.0
998,24.115298739522686,5.502,8,8,0.982530415058136,1.0
700,9.586594915880317,2.395,6,6,0.9986684322357178,1.0
4097,10.676502900034118,1.515,15,14,0.9995940923690796,0.9655172413793104
680,24.32552393144529,5.923,9,9,0.999995768070221,1.0
882,11.557979733576229,1.944,5,5,0.9997665286064148,1.0
2944,20.322594587316548,2.922,5,5,0.9999365210533142,1.0
2724,28.225894947874902,4.079,3,3,0.991896629333496,1.0
4428,4.133393884347562,1.3,7,7,0.9982827305793762,1.0
2487,7.235107115035055,1.099,20,19,0.9535316824913024,0.9743589743589745
3083,5.7976823986674075,1.018,1,14,0.3913890421390533,0.0
465,3.278871487793644,0.74,1,1,0.34164586663246155,0.0
701,7.273003324490412,1.817,6,6,0.9924730658531188,1.0
3905,13.572743671422275,2.571,11,11,0.965192973613739,0.9090909090909092
4222,10.457797700253359,1.42,5,5,0.9940831065177916,1.0
3901,8.30413294249212,1.573,5,5,0.9992982149124146,1.0
1226,9.209190257284794,2.413,12,11,0.9976844191551208,0.8695652173913043
71,4.634920262235097,1.466,4,4,0.9996890425682068,0.0
4322,6.493737547124409,0.979,8,6,0.7569077014923096,0.2857142857142857
2229,5.594511850017686,1.005,6,6,0.9999104738235474,1.0
2903,6.020174694331233,0.907,5,5,0.994909942150116,0.8
3265,1.6389552238805967,0.474,1,8,0.33872923254966736,0.0
2092,25.16417510158848,2.718,5,5,0.906300961971283,1.0
481,15.97672730242561,2.468,14,13,0.9989038109779358,0.9629629629629628
3397,8.557028371890004,1.644,10,10,0.9286190867424012,1.0
2122,13.79920501735993,2.883,10,9,0.561762273311615,0.0
1655,10.838757546842471,3.422,8,8,0.9999536275863647,1.0
14,10.571341010147075,1.902,4,4,0.9496330618858336,1.0
2930,12.765133155637967,2.646,7,7,0.9984748363494872,1.0
2296,5.404269338118024,0.965,5,5,0.999978005886078,1.0
1752,11.651397802197806,2.065,12,11,0.9403758049011229,0.9565217391304348
2638,7.045083440675541,2.503,7,7,0.9652385115623474,1.0
450,4.743143989431967,0.8,5,4,0.5728973746299744,0.0
3650,11.558966275051832,1.051,5,5,0.9999211430549622,1.0
3628,18.884501028184342,1.56,10,9,0.9983885884284972,0.9473684210526316
213,1.5758391608391606,0.415,1,6,0.2275892347097397,0.0
942,19.938198899664304,4.265,7,7,0.9999284744262696,1.0
72,3.177418051532246,1.005,4,6,0.9907524585723876,0.2
1510,10.209988993396038,1.861,8,8,0.9997495412826538,1.0
4441,17.40022539560015,4.034,6,5,0.9768425822257996,0.9090909090909092
3816,4.461779661016949,1.768,4,4,0.8841150403022766,1.0
1076,11.54429975220029,3.118,4,4,0.9998258352279664,1.0
2719,2.106705018939394,0.419,1,8,0.2011188119649887,0.0
3420,32.923162525184686,2.562,4,4,0.98293936252594,1.0
379,11.654082941843514,1.982,6,6,0.989515483379364,1.0
2255,7.043594848732624,1.173,9,9,0.8516799807548523,0.7777777777777778
4386,8.463988829215898,1.588,13,13,0.9618462324142456,1.0
3,11.145056812933024,1.692,11,9,0.37763866782188416,0.5
2117,6.083191333513243,2.591,9,10,0.9345299005508424,0.9473684210526316
4350,13.624649428743234,4.288,7,7,0.9999186992645264,1.0
1431,9.96538345336378,1.952,5,5,0.5005442500114441,1.0
2306,6.929909541368979,1.615,5,5,0.9941072463989258,1.0
2690,11.538195275271216,2.028,12,12,0.9999126195907592,1.0
3327,5.986535122336227,1.012,2,2,0.9953519105911256,1.0
3953,1.964308859721083,0.515,1,3,0.49128365516662603,0.0
3048,14.879093313496982,1.925,18,17,0.9498130679130554,0.9714285714285714
1958,9.83181950859043,3.179,7,7,0.9785564541816713,1.0
1398,22.855452828393357,4.797,12,3,0.8635326623916626,0.4
794,6.5779461814094,1.372,13,10,0.9163057804107666,0.8695652173913043
2620,4.938479701739851,1.143,6,7,0.9999340772628784,0.0
1605,7.1002981430983,1.556,6,6,0.9977049231529236,1.0
2535,9.039593573379056,1.349,11,11,0.9831897020339966,1.0
789,13.958189081632653,2.603,7,7,0.9938218593597412,1.0
3791,19.53082472097549,3.926,10,9,0.9981035590171814,0.9473684210526316
1013,3.579807182599899,0.974,6,6,0.9369634985923768,0.16666666666666666
1196,8.828976642335768,1.714,14,12,0.945553421974182,0.9230769230769232
149,3.112,0.811,1,1,0.2206878364086151,0.0
816,17.0675711648027,1.723,10,9,0.9489124417304992,0.8421052631578947
1118,0.7818282032927703,0.303,1,8,0.3951042592525482,0.0
1457,7.771691766109785,1.587,9,7,0.9519439339637756,0.75
1572,1.2724750261962974,0.383,1,12,0.2956635057926178,0.0
2351,6.122920637612347,1.777,12,10,0.9520781636238098,0.8181818181818182
2387,18.086374645709867,2.757,3,3,0.6948385238647461,1.0
366,2.362738114423852,0.639,1,17,0.39344194531440735,0.0
1353,26.14424290998767,2.26,4,4,0.996200442314148,1.0
3988,13.310599455040872,2.358,13,12,0.9170948266983032,0.96
2323,14.301957983193278,2.463,12,11,0.9513888955116272,0.8695652173913043
3146,1.8650385604113113,0.5,1,3,0.3934330344200134,0.0
4369,15.133070839064649,2.855,15,15,0.7969512343406677,1.0
2740,3.8139494333042716,0.951,8,8,0.9997104406356812,0.125
1579,13.324341539120198,2.961,7,7,0.999919295310974,1.0
1887,4.169810407147241,1.39,6,6,0.9999870061874391,1.0
4095,9.309346753099057,1.321,2,2,0.7621818780899048,0.5
