,crop_time,image_time,human_len,ai_len,prob,similarity,correct
1150,0.413,1.3812142142142145,1,3,0.14751550555229187,0.0,1
1151,0.443,1.4815445445445443,1,10,0.673528254032135,0.0,1
1152,0.384,1.2842282282282285,1,3,0.4772853255271912,0.0,1
1153,0.399,1.3343933933933936,1,9,0.8826852440834045,0.0,1
1154,1.989,6.909405109489052,7,3,0.1724272221326828,0.2,0
1155,2.242,7.788278660369256,4,4,0.9998756051063538,1.0,0
1156,3.123,10.848703950193215,5,5,0.9999354481697084,1.0,0
1157,3.403,11.821370330614,6,6,0.9999434351921082,1.0,0
1158,1.727,5.999267282095318,2,2,0.9980018138885498,1.0,0
1159,1.49,5.175974667239157,5,5,0.999471127986908,1.0,0
1160,3.66,12.593932082954641,5,5,0.9277884364128112,1.0,0
1161,8.52,29.317022225894412,6,6,0.9934722781181335,1.0,0
1162,3.213,11.05582070561018,16,16,0.9910629987716676,0.9375,0
1163,4.932,16.970839626538876,10,10,0.9998094439506532,1.0,0
1164,3.881,13.354385359001899,9,9,0.982268214225769,1.0,0
1165,1.52,8.79802904135985,4,4,0.9990072250366212,1.0,0
1166,1.135,6.569580896015416,4,4,0.9913492202758788,1.0,0
1167,1.678,9.712561007501202,7,7,0.9523718357086182,1.0,0
1168,1.359,7.866132544215816,6,6,0.9945330023765564,1.0,0
1169,3.463,20.044456954098134,10,10,0.9998854994773864,1.0,0
1170,1.451,8.39864482829812,13,13,0.9964927434921264,1.0,0
1171,1.179,6.824260684054779,11,10,0.9153023958206176,0.8571428571428571,0
1172,1.376,7.964531553231024,10,8,0.5537636280059814,0.1111111111111111,0
1173,1.37,7.929802491225655,11,10,0.956912636756897,0.0,0
1174,1.153,11.636070045190445,6,6,0.8643245100975037,0.16666666666666666,0
1175,1.032,10.414938670109748,6,6,0.9999810457229614,1.0,0
1176,0.913,9.213991284699809,4,4,0.9973171949386596,1.0,0
1177,0.392,1.1912790770190207,1,7,0.3549319803714752,0.0,1
1178,0.33,1.0028624883068287,1,4,0.4325583875179291,0.0,1
1179,0.367,1.1153046460866853,1,2,0.09169244766235353,0.0,1
1180,0.359,1.090992828188338,1,1,0.4310181736946106,0.0,1
1181,1.759,5.345560960399127,1,1,0.4225044250488281,0.0,1
1183,3.738,12.961152730304292,4,4,0.9651476144790648,1.0,0
1184,1.823,6.321075823259693,8,8,0.9997185468673706,1.0,0
1185,3.81,13.210805752396832,11,7,0.9969083070755004,0.7777777777777778,0
1186,5.764,19.931621319643664,10,10,0.922419011592865,0.9,0
1187,4.602,15.913483919673865,13,12,0.9619174003601074,0.96,0
1188,3.095,10.702353918163976,10,10,0.9989447593688964,1.0,0
1189,3.615,12.500487694398311,7,7,0.999491274356842,1.0,0
1190,2.366,8.181508681866223,7,7,0.9999625682830809,1.0,0
1191,4.084,14.122266042578891,8,8,0.9999499320983888,1.0,0
1192,2.966,10.256278423675072,10,10,0.9999128580093384,1.0,0
1193,1.547,7.968743795620439,8,8,0.9996613264083862,1.0,0
1194,1.102,5.676506569343065,15,14,0.8180336356163025,0.06896551724137931,0
1195,1.196,6.160709489051095,8,8,0.9998689293861388,1.0,0
1196,1.714,8.828976642335768,14,12,0.945553421974182,0.9230769230769232,0
1197,1.291,6.650063503649635,7,7,0.999967873096466,1.0,0
1198,4.379,33.011880328386475,14,13,0.7744972705841064,0.8148148148148148,0
1199,2.211,16.668021787180297,8,8,0.9998111128807068,1.0,0
1200,1.467,11.059243763814337,5,5,0.9998350143432616,1.0,0
1201,1.444,10.885854120618882,15,13,0.919686794281006,0.7857142857142857,0
1202,1.031,3.47194683776352,1,5,0.236858993768692,0.0,1
1203,0.413,1.3907992667277729,1,10,0.361860454082489,0.0,1
1204,0.331,1.1146599450045829,1,7,0.3323584198951721,0.0,1
1205,0.407,1.3705939505041247,1,5,0.4924762845039368,0.0,1
1206,2.764,10.936032227882315,9,8,0.9410871863365172,0.9411764705882352,1
1207,3.688,14.591927227362511,13,12,0.9877881407737732,0.96,0
1208,5.306,20.99370007277264,7,7,0.9999932050704956,1.0,0
1209,2.613,10.33858618359497,10,9,0.9529433846473694,0.9473684210526316,0
1210,2.228,8.815296600478222,13,12,0.99589204788208,0.96,0
1211,2.639,10.441457687909347,14,13,0.9551794528961182,0.9629629629629628,0
1212,1.088,6.677566548237223,7,9,0.32719624042510986,0.625,0
1213,1.615,9.912012845039628,6,5,0.9391270875930786,0.18181818181818185,1
1214,0.956,5.867420606723148,8,8,0.7580430507659912,0.0,0
1215,0.384,1.68521546961326,1,3,0.2639538645744324,0.0,1
1216,0.418,1.834427255985267,1,7,0.5090720057487488,0.0,1
1217,0.388,1.702769797421731,1,1,0.23096615076065066,0.0,1
1218,0.439,1.9265874769797422,1,3,0.185006320476532,0.0,1
1219,3.529,14.915795144449428,4,4,0.8988363742828369,1.0,0
1220,2.524,10.668026904106078,7,7,0.9119626879692078,1.0,0
1221,2.047,8.651921978092371,7,7,0.9967198371887208,1.0,0
1222,2.943,12.438986996348728,14,12,0.9545907378196716,0.9230769230769232,0
1223,2.667,11.272435718403688,20,12,0.4019559323787689,0.25,0
1224,1.901,8.034833258599704,8,8,0.9999369382858276,1.0,0
1226,2.413,9.209190257284794,12,11,0.9976844191551208,0.8695652173913043,0
1227,3.394,12.95316690146067,5,5,0.99932861328125,0.8,0
1228,2.951,11.262461852153928,8,8,0.937585175037384,1.0,0
1229,2.271,8.667248683917848,7,4,0.3990675210952759,0.0,0
1230,3.673,25.78977026885658,17,14,0.996026575565338,0.7741935483870968,0
1231,2.506,17.59574306935872,10,9,0.9993407130241394,0.9473684210526316,0
1232,3.38,23.732486661784705,16,14,0.9754308462142944,0.8666666666666667,0
1233,1.663,12.11360984599184,9,9,0.9772919416427612,1.0,0
1234,2.333,16.994017901803346,7,7,0.9632397890090942,1.0,0
1235,1.034,7.531853626431485,6,6,0.9999144077301024,1.0,0
1236,1.213,8.835723838357247,6,6,0.9998919367790222,1.0,0
1237,1.354,9.862794787416084,16,7,0.7121442556381226,0.6086956521739131,0
1238,0.452,1.3030604710375557,1,13,0.31757986545562744,0.0,1
1239,0.407,1.173330999363463,1,3,0.4799599349498749,0.0,1
1240,0.42,1.210808402291534,1,8,0.3102800846099853,0.0,1
1241,1.863,5.370800127307448,1,1,0.4172692000865936,0.0,1
1242,3.077,11.09334824299495,11,10,0.9751187562942504,0.9523809523809524,0
1243,5.704,20.564334864492423,6,6,0.9999213218688964,1.0,0
1244,1.102,3.9729833486449238,2,2,0.2692502737045288,0.5,0
1245,4.18,15.069936839687644,5,5,0.9999837279319764,1.0,0
1246,7.993,28.816747645842906,14,14,0.8726847767829895,0.9285714285714286,0
1247,7.422,26.758151010565,20,15,0.4619641602039337,0.2857142857142857,0
1248,2.064,7.441231970601745,2,1,0.2196706384420395,0.0,0
1249,3.29,11.861266077170418,9,8,0.991282045841217,0.9411764705882352,0
1250,9.11,46.124954256257844,10,7,0.8268100023269653,0.8235294117647058,0
1251,3.411,17.270276505828264,6,5,0.9129380583763124,0.9090909090909092,0
1252,7.074,35.81645734454094,16,15,0.9647628664970398,0.967741935483871,0
1253,1.938,9.812311893372963,8,8,0.9987170696258544,1.0,0
1254,1.289,9.241060709863802,4,4,0.9991331696510316,0.25,0
1255,1.706,12.230604787453567,7,7,0.9787418246269226,0.14285714285714285,0
1256,1.503,10.775263186132893,7,7,0.8852868080139159,1.0,0
1257,4.259,30.53349694593479,7,7,0.8467523455619812,1.0,0
1258,1.44,10.32360544779199,9,8,0.9357692003250122,0.2352941176470588,0
1259,1.759,12.610570821295912,5,5,0.9999824762344359,1.0,0
1260,4.643,33.286458398679315,6,6,0.9471351504325868,1.0,0
1261,1.416,10.15154535699546,4,4,0.9997310638427734,1.0,0
1262,1.338,8.032491243432574,4,4,0.9985526800155641,1.0,0
1263,4.289,25.748396818447166,18,16,0.9955455660820008,0.9411764705882352,0
1264,1.225,7.3541119381202575,5,5,0.927445113658905,1.0,0
1265,0.351,1.753733766233766,1,4,0.9465152025222778,0.0,1
1266,0.332,1.658802308802309,1,1,0.4485810697078705,0.0,1
1267,0.347,1.7337481962481962,1,3,0.4664222598075866,0.0,1
1268,0.356,1.7787157287157283,1,3,0.5885382890701294,0.0,1
1269,1.242,5.0493350183823535,8,7,0.8724440336227417,0.8,0
1270,1.444,5.870563419117647,19,20,0.947117269039154,0.8717948717948718,0
1271,2.073,8.427754825367646,3,3,0.8046184778213501,0.0,0
1272,1.119,4.549280101102942,7,8,0.8951713442802429,0.0,0
1273,1.243,5.0534005055147055,7,6,0.9305402040481568,0.15384615384615385,0
1274,0.984,4.000439338235294,7,7,0.9985800981521606,1.0,0
1275,1.034,4.203713694852942,8,8,0.9998850226402284,1.0,0
1276,2.826,24.67740553916437,9,8,0.997813045978546,0.9411764705882352,0
1277,5.686,49.65170838488627,13,12,0.9768742322921752,0.96,0
1278,3.207,28.0044018273532,7,7,0.9999167323112488,1.0,0
1279,2.109,18.41636528028933,12,12,0.9528295397758484,0.9166666666666666,0
1280,2.882,25.16641286761207,13,8,0.7018809318542479,0.5714285714285714,0
1281,2.701,23.58587132387932,2,2,0.8328145742416382,1.0,0
1282,1.603,13.997834776815454,4,4,0.7632352113723755,1.0,0
1283,0.599,2.0877348041422783,1,3,0.4404228031635285,0.0,1
1284,0.399,1.3906614137775777,1,3,0.4457215964794159,0.0,1
1285,0.375,1.3070126069338135,1,2,0.7248004078865051,0.0,1
1286,0.435,1.5161346240432239,1,1,0.1375829428434372,0.0,1
1287,0.413,1.4394565511031068,1,3,0.29706037044525146,0.0,1
1288,2.03,13.466832626201402,15,14,0.8342031836509705,0.06896551724137931,0
1289,2.43,16.120395705255863,6,6,0.9998480081558228,1.0,0
1290,2.631,17.453811152480732,11,10,0.9303761720657348,0.8571428571428571,0
1291,2.688,17.831943891245995,9,9,0.9999760389328004,1.0,0
1292,1.77,11.742016624816001,7,7,0.9985355138778688,1.0,0
1293,2.417,14.054527861326576,5,5,0.9976289868354796,1.0,0
1294,1.899,11.042427972138674,10,10,0.8908111453056335,1.0,0
1295,2.992,17.398075035618174,16,15,0.986312747001648,0.967741935483871,0
1296,1.648,9.582896944752257,7,7,0.9998152852058412,1.0,0
1297,1.405,8.169884834573374,14,13,0.9742851853370668,0.8888888888888888,0
1299,1.685,12.036317846607671,17,17,0.9346407651901244,0.8823529411764706,0
1300,2.077,14.83645825958702,7,6,0.9854487776756288,0.9230769230769232,0
1301,2.285,16.322247050147492,10,9,0.9923487901687622,0.9473684210526316,0
1302,1.06,7.571808259587022,7,7,0.9999556541442872,1.0,0
1303,0.974,6.957491740412978,7,7,0.9999924898147584,1.0,0
1304,1.074,7.671813274336283,13,12,0.9313851594924928,0.96,0
1305,1.612,11.514863126843657,19,17,0.9174829721450806,0.8888888888888888,0
1306,1.662,11.87202389380531,4,4,0.9945684671401978,1.0,0
1307,1.131,8.078976548672564,7,7,0.960235834121704,1.0,0
1308,2.866,13.023444461766308,8,8,0.9439653754234314,1.0,1
1309,4.347,19.75328439473069,12,12,0.9745108485221864,1.0,0
1310,4.653,21.14378474549848,17,14,0.9567006826400756,0.8387096774193549,0
1311,2.337,10.619605620079508,12,12,0.9314664602279664,1.0,1
1312,2.858,12.987091511419441,6,6,0.9999904036521912,1.0,0
1313,3.536,16.068004053316706,15,15,0.9583571553230286,0.9333333333333332,0
1314,2.908,13.214297451087381,15,13,0.8872240781784058,0.8571428571428571,1
1315,2.153,9.78348776210149,6,6,0.999971091747284,1.0,0
1316,1.116,5.9118724960254365,5,5,0.9783755540847778,1.0,0
1317,1.451,7.686493720190779,11,6,0.9538168907165528,0.7058823529411765,0
1318,1.181,6.256201987281399,8,8,0.9996296763420104,1.0,0
1319,1.104,5.848303974562797,6,6,0.9998952746391296,1.0,0
1320,1.535,8.131473370429251,10,10,0.99968284368515,1.0,0
1321,1.092,5.784735453100159,9,8,0.612652063369751,0.7058823529411765,0
1322,1.504,7.9672546899841015,8,8,0.9996733665466307,1.0,0
1323,1.184,6.272094117647059,7,7,0.9947717189788818,1.0,0
1324,1.052,5.572840381558029,12,13,0.8191390037536621,0.72,0
1325,1.361,7.2097298092209865,20,18,0.8508729338645935,0.8421052631578947,0
1326,2.144,6.254834733893557,7,7,0.9917258024215698,1.0,0
1327,2.049,5.97768487394958,10,10,0.9999868273735046,1.0,0
1328,1.519,4.431480392156863,15,15,0.963675856590271,1.0,0
1329,0.415,1.1647572402044293,1,3,0.484774261713028,0.0,1
1330,0.384,1.0777512776831342,1,3,0.4488391578197479,0.0,1
1331,0.44,1.234923339011925,1,3,0.4502446055412293,0.0,1
1332,0.412,1.1563373083475295,1,3,0.517440915107727,0.0,1
1333,1.496,4.198739352640545,1,7,0.2804636359214783,0.0,1
1334,0.375,1.0524914821124363,1,3,0.9589835405349731,0.0,1
1335,1.952,10.405707317073173,8,7,0.9985396862030028,0.9333333333333332,0
1336,1.596,8.507945121951222,11,10,0.8961560130119324,0.6666666666666666,0
1337,0.831,4.429888719512195,4,4,0.9995214343070984,1.0,0
1338,1.744,9.29690243902439,5,3,0.4813764095306397,0.5,0
1339,2.405,12.82055640243902,7,6,0.3991757333278656,0.15384615384615385,0
1340,2.101,10.612653917134068,8,8,0.9882975816726683,1.0,0
1341,5.759,29.09008753392437,12,12,0.9699180126190186,1.0,1
1342,4.576,23.11447135878415,7,7,0.9999533891677856,1.0,0
1343,2.98,15.052693323683732,11,11,0.9977678060531616,1.0,0
1344,4.51,22.78108956034015,12,12,0.9746483564376832,1.0,0
1345,4.431,22.382041650081415,12,11,0.7468510866165161,0.6086956521739131,0
1346,3.278,16.557962656052105,19,16,0.8915427923202515,0.6285714285714286,0
1347,0.86,2.378689633958782,1,3,0.3786635994911194,0.0,1
1348,2.391,6.613310366041218,1,3,0.4176132082939148,0.0,1
1349,2.0,6.360693114455086,7,7,0.9998725056648254,1.0,0
1350,2.687,8.545591199270406,9,9,0.9999033808708192,1.0,0
1351,1.786,5.680098951208391,5,5,0.9754649996757508,1.0,0
1352,2.299,7.311616735066119,13,12,0.9994260668754578,0.96,0
1353,2.26,26.14424290998767,4,4,0.996200442314148,1.0,0
1354,1.864,21.56321627620222,5,5,0.9136539697647096,1.0,1
1356,3.094,35.79216263871763,4,4,0.99451744556427,1.0,0
1357,4.254,49.211331565967946,5,5,0.9855911135673524,1.0,1
1359,2.542,18.252806707536962,17,15,0.9467715620994568,0.0625,0
1360,4.186,30.057532996754414,14,12,0.8002976775169373,0.8461538461538461,0
1361,1.575,11.309272448611612,11,9,0.9827488660812378,0.8,0
1362,2.789,20.02638784709701,12,11,0.9365334510803224,0.8695652173913043,0
1363,1.131,8.149567270992366,5,5,0.9849286079406738,1.0,0
1365,1.264,9.10791603053435,4,4,0.5807939767837524,1.0,0
1366,1.051,7.5731168893129786,7,2,0.4330330491065979,0.2222222222222222,0
1367,1.084,7.810902671755725,16,15,0.9456899762153624,0.967741935483871,0
1368,0.496,1.9443542265669929,1,5,0.3577494323253632,0.0,1
1369,0.424,1.6621092581943646,1,5,0.4427866935729981,0.0,1
1370,0.396,1.5523473260494538,1,5,0.22915248572826385,0.0,1
1371,0.423,1.6581891891891893,1,11,0.4278708696365357,0.0,1
1372,6.484,49.54824752385279,9,8,0.9974229335784912,0.9411764705882352,0
1373,5.15,39.354329850068154,13,12,0.9788185954093932,0.96,0
1374,4.344,33.19518618809632,13,12,0.8748335242271423,0.7692307692307693,0
1375,2.771,21.17492194457065,7,7,0.9999141693115234,1.0,0
1376,3.261,24.91931449341209,12,12,0.8334162831306458,0.9166666666666666,0
1377,2.273,12.240917935552407,3,3,0.9581066370010376,1.0,0
1378,1.826,9.83366306657224,5,5,0.9993759393692015,1.0,0
1379,2.239,12.057815775495751,11,11,0.9773067235946656,1.0,1
1380,1.686,9.079712995750707,6,6,0.9999563097953796,1.0,0
1381,3.272,17.620890226628894,13,12,0.9329950213432312,0.96,0
1382,2.973,31.411195102992615,4,4,0.9511365294456482,1.0,0
1384,3.253,12.894635596824497,7,7,0.9997394680976868,1.0,0
1385,6.093,24.15217174652679,14,12,0.9550713300704956,0.9230769230769232,0
1386,4.762,18.876192656648715,19,14,0.41189977526664734,0.060606060606060615,0
1387,2.689,13.029354981801639,8,9,0.7687920928001404,0.1176470588235294,0
1388,2.581,12.506048794358508,20,18,0.9241616129875184,0.9473684210526316,0
1389,1.543,7.476494881710647,6,6,0.9191555976867676,0.0,0
1390,1.979,9.589101342129208,6,6,0.9948462247848512,1.0,0
1391,0.986,5.246750323719835,5,5,0.9997169375419616,1.0,0
1392,2.671,14.213052854620365,5,5,0.9314722418785096,1.0,0
1393,1.612,8.577851442024722,5,5,0.9349191784858704,1.0,0
1394,1.244,6.619632254267216,18,18,0.7196380496025085,0.7222222222222222,1
1395,1.982,10.546713125367864,16,15,0.9584494233131408,0.9032258064516128,0
1396,4.528,21.573794122777805,5,4,0.9977797865867616,0.6666666666666666,0
1398,4.797,22.855452828393357,12,3,0.8635326623916626,0.4,0
1400,3.914,18.64837239323152,8,8,0.863068699836731,1.0,0
1401,5.54,26.39549899297461,16,15,0.9060181379318236,0.9032258064516128,0
1402,3.735,17.7955214329892,19,16,0.9014838337898254,0.8571428571428571,0
1403,2.356,11.22523386777043,11,10,0.9151840209960938,0.9523809523809524,0
1404,3.003,14.307885103953568,13,12,0.9921640157699584,0.96,0
1405,3.577,17.042725613333968,3,3,0.9994221925735474,1.0,0
1406,4.317,20.56847818640278,8,8,0.9999199509620668,1.0,0
1407,2.906,13.845725645051303,7,6,0.8260443806648254,0.7692307692307693,0
1408,2.492,13.700873030801787,12,10,0.9154286384582521,0.8181818181818182,0
1409,9.566,52.59331918645661,7,7,0.9973046779632568,1.0,0
1410,2.4,13.19506230895838,10,9,0.9337477684020996,0.9473684210526316,0
1411,1.468,6.304987413844771,10,9,0.9964233040809632,0.9473684210526316,0
1412,1.274,5.471767006293079,6,6,0.9999418258666992,1.0,0
1413,1.71,7.344365448007193,5,5,0.9649777412414552,1.0,0
1414,1.784,7.662191789032065,16,14,0.9376919269561768,0.9333333333333332,0
1415,0.367,1.2940057558315659,1,2,0.5110669732093811,0.0,1
1416,1.095,3.860861860042412,1,3,0.7306864261627197,0.0,1
1417,0.455,1.6042850651317786,1,6,0.3641348481178284,0.0,1
1418,0.402,1.4174122993032414,1,3,0.3770907819271088,0.0,1
1419,0.407,1.4350418055134808,1,1,0.24079565703868866,0.0,1
1420,0.575,2.027393214177523,1,13,0.3951255679130554,0.0,1
1421,6.362,39.41665817968979,8,8,0.9378401041030884,1.0,0
1422,1.504,9.318241732513899,10,10,0.9999623298645021,1.0,0
1426,3.055,15.596437730546285,5,5,0.9868915677070618,0.8,0
1427,1.4,7.147303706305991,7,7,0.9999658465385436,0.8571428571428571,0
1428,1.691,8.63292183383102,5,5,0.7232946753501892,1.0,0
1429,1.666,8.505291410504126,6,6,0.9874088764190674,1.0,0
1430,1.622,8.280661865448797,6,6,0.6928074359893799,1.0,0
1431,1.952,9.96538345336378,5,5,0.5005442500114441,1.0,0
1432,1.414,6.835088780487805,10,9,0.9997425079345704,0.9473684210526316,0
1433,0.942,4.553503275261324,7,7,0.9975349307060242,1.0,0
1434,1.16,5.6072864111498255,4,4,0.9844757318496704,1.0,0
1435,3.659,17.687121533101045,5,5,0.6292334198951721,0.0,0
1436,1.604,9.334464855351447,6,6,0.9951659440994264,1.0,0
1437,1.803,10.492543724562756,11,11,0.8994937539100647,0.9090909090909092,0
1438,1.881,10.946464085359146,8,8,0.9993907809257508,1.0,0
1439,3.803,22.131527334726652,10,9,0.7778059840202332,0.9473684210526316,0
1440,0.425,1.7931223371880702,1,2,0.5652199983596802,0.0,1
1441,0.383,1.615919659160073,1,1,0.4279544353485107,0.0,1
1442,0.375,1.5821667681071212,1,8,0.3141824007034302,0.0,1
1443,0.46,1.9407912355447354,1,3,0.3795758783817291,0.0,1
1447,3.095,11.287491032490376,7,6,0.835479199886322,0.7692307692307693,0
1448,2.678,9.766688525043369,10,9,0.9946703314781188,0.9473684210526316,0
1450,2.28,8.315179177408096,4,4,0.961023211479187,1.0,0
1451,2.268,8.27141507647437,12,11,0.6267464756965637,0.7826086956521741,1
1452,4.535,16.539183144537592,16,8,0.36932772397995,0.4166666666666667,0
1453,4.645,22.747012132060462,8,8,0.9537274837493896,1.0,0
1454,2.472,12.105621957040572,10,9,0.9996029734611512,0.9473684210526316,0
1455,2.154,10.548345346062051,5,5,0.9999950528144836,1.0,0
1456,1.663,8.143871081941128,8,8,0.9999938011169434,1.0,0
1457,1.587,7.771691766109785,9,7,0.9519439339637756,0.75,0
1460,1.024,5.690839441948452,7,7,0.9167118668556212,1.0,0
1461,1.693,9.40878044454954,6,6,0.9541370272636414,1.0,0
1462,1.552,8.625178529203122,4,4,0.7142621874809265,1.0,0
1463,1.086,6.035401986285175,6,6,0.999964714050293,1.0,0
1464,2.973,14.045672093858498,15,15,0.8871627449989319,0.13333333333333333,0
1465,9.103,41.7509333707161,9,9,0.9998949766159058,1.0,0
1466,2.529,11.599265131774253,12,12,0.9140486121177672,1.0,0
1467,1.813,8.315329254213808,7,7,0.5394430160522461,0.8571428571428571,0
1468,3.677,16.864570142164464,13,12,0.8287475109100342,0.88,0
1469,1.925,8.829017547910414,13,13,0.9845238924026488,1.0,0
1470,3.319,15.22260220338424,16,15,0.902993381023407,0.8387096774193549,0
1471,2.311,10.599407560114788,18,12,0.5081062316894531,0.7333333333333333,0
1472,3.051,13.993419500610218,13,12,0.9560085535049438,0.8,0
1473,2.589,11.874455289111722,11,10,0.922397792339325,0.9523809523809524,0
1474,1.425,10.87928337306317,5,5,0.9979190826416016,1.0,0
1475,1.285,9.810441497814859,6,6,0.9972068667411804,1.0,0
1476,1.429,10.909821712355981,15,13,0.9776052832603456,0.9285714285714286,0
1477,1.464,11.177032181168057,7,7,0.999472975730896,1.0,0
1478,1.739,13.27654300754867,14,13,0.962684452533722,0.0,0
1480,1.208,9.222578466428288,5,5,0.9998445510864258,0.6,0
1481,7.599,20.00884267103296,6,6,0.9971591234207152,1.0,0
1482,5.269,13.873745497259202,8,8,0.992679476737976,1.0,0
1483,1.179,3.104411831707839,7,3,0.4555513560771942,0.0,0
1484,9.272,20.35526809508972,6,5,0.9959654808044434,0.9090909090909092,0
1485,2.431,5.336891365310947,4,4,0.9983004927635192,1.0,0
1486,7.294,16.012869444088054,4,4,0.9994332790374756,1.0,0
1488,3.84,8.430136915999194,6,6,0.9999000430107116,1.0,0
1489,7.006,15.380609175388113,8,8,0.7939218878746033,0.875,1
1490,4.798,10.533280448688574,12,11,0.9276620745658876,0.9565217391304348,0
1494,3.095,11.931928861212672,7,6,0.835479199886322,0.7692307692307693,0
1495,2.678,10.324299027569475,10,9,0.9946703314781188,0.9473684210526316,0
1497,2.28,8.789918514883647,4,4,0.961023211479187,1.0,0
1498,2.268,8.743655785857943,12,11,0.6267464756965637,0.7826086956521741,1
1499,4.535,17.48345634429708,16,8,0.36932772397995,0.4166666666666667,0
1500,6.053,30.70654000135713,11,10,0.6983564496040344,0.7619047619047619,0
1501,1.294,6.564391667232138,7,7,0.9490473866462708,1.0,0
1502,3.438,17.440787134423562,6,6,0.953459858894348,1.0,0
1503,2.544,12.905573725995792,14,14,0.9382644891738892,0.9285714285714286,0
1504,1.408,7.1427074709913825,5,5,0.9999433755874634,1.0,0
1505,3.522,26.113587120628562,9,9,0.9982696175575256,1.0,0
1506,4.661,34.558611462024345,12,12,0.9715174436569214,1.0,0
1507,2.212,16.4006969650285,11,11,0.993111491203308,1.0,0
1508,2.587,19.181104452318603,12,12,0.9851354956626892,1.0,0
1509,2.205,12.09727336401841,13,13,0.6092174053192139,0.9230769230769232,1
1510,1.861,10.209988993396038,8,8,0.9997495412826538,1.0,0
1511,1.689,9.266346808084851,3,3,0.9338926076889038,1.0,0
1512,2.946,16.162615569341604,4,4,0.903942346572876,0.75,0
1513,1.293,7.0937752651590955,11,10,0.9884129762649536,0.9523809523809524,0
1514,3.925,19.295250394944706,8,8,0.8185817003250122,0.875,0
1515,5.211,25.617210142180095,5,5,0.9990849494934082,1.0,0
1516,4.187,20.58323908372828,5,5,0.9995039105415344,1.0,0
1518,5.054,24.84540012638231,9,9,0.9998648166656494,1.0,0
1519,2.98,14.649642338072669,10,9,0.9992305040359496,0.9473684210526316,0
1520,3.572,17.559906856240126,13,12,0.9946999549865724,0.96,0
1521,2.773,13.632032954186414,9,8,0.9744314551353456,0.9411764705882352,0
1522,1.614,15.319946717411987,6,6,0.9994726181030272,0.8333333333333334,0
1523,1.29,12.244567078972407,6,6,0.848652720451355,0.8333333333333334,0
1524,1.18,11.200456707897242,7,7,0.9999659657478333,0.8571428571428571,0
1525,1.171,11.115029495718366,5,5,0.9999731183052064,0.8,0
1529,3.095,12.484044398675778,7,6,0.835479199886322,0.7692307692307693,0
1530,2.678,10.802026138821887,10,9,0.9946703314781188,0.9473684210526316,0
1532,2.28,9.196646600639992,4,4,0.961023211479187,1.0,0
1533,2.268,9.14824319747873,12,11,0.6267464756965637,0.7826086956521741,0
1534,4.535,18.29245277802736,16,8,0.36932772397995,0.4166666666666667,0
1535,1.897,10.60510918003565,13,12,0.9094721674919128,0.96,0
1536,2.876,16.078172905525847,6,6,0.9672187566757202,1.0,0
1537,1.518,8.486323529411766,11,10,0.9664528965950012,0.9523809523809524,0
1538,1.614,9.023008021390376,12,12,0.9053906202316284,0.9166666666666666,0
1539,1.071,5.987386363636364,7,8,0.9210993647575378,0.9333333333333332,0
1540,3.482,15.427849917355372,7,7,0.9958021640777588,1.0,0
1542,1.073,4.754188099173554,8,8,0.951824426651001,1.0,0
1543,1.204,5.334615537190081,18,16,0.8981413841247559,0.0,0
1544,1.771,8.173857549142618,10,9,0.9949671626091005,0.8421052631578947,1
1545,2.139,9.872321455457968,5,5,0.9999871253967284,1.0,0
1546,2.217,10.232321957340023,11,9,0.9395416975021362,0.9,0
1547,5.828,26.898499038059388,13,12,0.9998444914817809,0.96,0
1548,0.583,2.0022764976958523,1,6,0.22982871532440186,0.0,1
1549,0.399,1.370340175953079,1,6,0.1966802179813385,0.0,1
1550,0.454,1.559234185169669,1,3,0.4022914469242096,0.0,1
1551,0.951,3.2661491411813994,1,3,0.4075166583061218,0.0,1
1552,1.994,8.260638945122285,6,6,0.9984502792358398,1.0,0
1553,4.798,19.876903539968268,5,5,0.9996776580810548,1.0,0
1554,1.994,8.260638945122285,5,5,0.9991831183433532,1.0,0
1555,7.418,30.730902555123926,8,7,0.95485121011734,0.8,0
1556,2.073,8.587916014663238,8,8,0.9983592033386229,1.0,0
1557,2.915,12.433141141480313,6,5,0.9646162390708924,0.9090909090909092,0
1558,1.791,7.639024282810029,4,4,0.8812472820281982,0.75,0
1559,2.193,9.353646148633386,4,4,0.99994957447052,1.0,0
1560,5.546,23.654957382727204,11,10,0.9785831570625304,0.9523809523809524,0
1561,3.762,16.045789699570815,8,9,0.9996864795684814,0.9411764705882352,0
1563,2.207,9.413359347940666,17,16,0.9984338879585266,0.9696969696969696,0
1564,2.928,12.488589112265645,15,14,0.9997218251228333,0.9655172413793104,0
1566,1.018,3.875738224796677,10,9,0.9997965693473816,0.9473684210526316,0
1567,1.065,4.054677022994559,8,8,0.9999684691429138,1.0,0
1568,0.898,3.4188732081212327,3,3,0.9999880790710448,1.0,0
1569,0.814,3.0990676964484227,6,6,0.9823030829429626,1.0,0
1570,1.889,7.191816804165937,20,12,0.4703661501407623,0.0625,0
1572,0.383,1.2724750261962974,1,12,0.2956635057926178,0.0,1
1573,1.279,4.249335661893119,1,9,0.31440794467926025,0.0,1
1574,0.387,1.2857645826056585,1,3,0.10472583770751953,0.0,1
1575,0.375,1.2458959133775758,1,5,0.25199028849601746,0.0,1
