,data_id,crop_id,prob,human_len,ai_len,crop_time,image_time,similarity,correct,orig_image
35,f266180a-754b-49f2-90f7-c53c09fd95e1,1,0.9684980511665344,7,7,1263,4239.3023810301465,0.14285714285714285,1,https://task-data-bucket.s3.ap-northeast-2.amazonaws.com/%EC%8B%9D%ED%92%88%20%ED%8F%AC%EC%9E%A5%EC%A7%80%20%EC%9D%B8%EC%8B%9D_4ff5f94d-694d-420e-b7d6-0ccad18eb1f1/5068ee0b-2372-4c83-b5b0-cb0279e00025/1570930001428-1f6b6a8a-8460-4731-8cdd-a87cef894aff_1.7d95d9374ee4edf9db43bb1d0f1c795a.jpeg
36,f266180a-754b-49f2-90f7-c53c09fd95e1,2,0.6402443051338196,6,6,1454,4880.400365809845,0.0,1,https://task-data-bucket.s3.ap-northeast-2.amazonaws.com/%EC%8B%9D%ED%92%88%20%ED%8F%AC%EC%9E%A5%EC%A7%80%20%EC%9D%B8%EC%8B%9D_4ff5f94d-694d-420e-b7d6-0ccad18eb1f1/5068ee0b-2372-4c83-b5b0-cb0279e00025/1570930001428-1f6b6a8a-8460-4731-8cdd-a87cef894aff_1.7d95d9374ee4edf9db43bb1d0f1c795a.jpeg
37,f266180a-754b-49f2-90f7-c53c09fd95e1,3,0.8868794441223145,7,7,1287,4319.859195871574,1.0,1,https://task-data-bucket.s3.ap-northeast-2.amazonaws.com/%EC%8B%9D%ED%92%88%20%ED%8F%AC%EC%9E%A5%EC%A7%80%20%EC%9D%B8%EC%8B%9D_4ff5f94d-694d-420e-b7d6-0ccad18eb1f1/5068ee0b-2372-4c83-b5b0-cb0279e00025/1570930001428-1f6b6a8a-8460-4731-8cdd-a87cef894aff_1.7d95d9374ee4edf9db43bb1d0f1c795a.jpeg
38,f266180a-754b-49f2-90f7-c53c09fd95e1,4,0.9107434749603271,10,8,4614,15487.047653264526,0.1111111111111111,0,https://task-data-bucket.s3.ap-northeast-2.amazonaws.com/%EC%8B%9D%ED%92%88%20%ED%8F%AC%EC%9E%A5%EC%A7%80%20%EC%9D%B8%EC%8B%9D_4ff5f94d-694d-420e-b7d6-0ccad18eb1f1/5068ee0b-2372-4c83-b5b0-cb0279e00025/1570930001428-1f6b6a8a-8460-4731-8cdd-a87cef894aff_1.7d95d9374ee4edf9db43bb1d0f1c795a.jpeg
39,f266180a-754b-49f2-90f7-c53c09fd95e1,5,0.8292950987815857,18,16,1294,4343.3549335336575,0.8235294117647058,1,https://task-data-bucket.s3.ap-northeast-2.amazonaws.com/%EC%8B%9D%ED%92%88%20%ED%8F%AC%EC%9E%A5%EC%A7%80%20%EC%9D%B8%EC%8B%9D_4ff5f94d-694d-420e-b7d6-0ccad18eb1f1/5068ee0b-2372-4c83-b5b0-cb0279e00025/1570930001428-1f6b6a8a-8460-4731-8cdd-a87cef894aff_1.7d95d9374ee4edf9db43bb1d0f1c795a.jpeg
40,f266180a-754b-49f2-90f7-c53c09fd95e1,6,0.6375457048416138,25,17,3510,11781.43417055884,0.047619047619047616,1,https://task-data-bucket.s3.ap-northeast-2.amazonaws.com/%EC%8B%9D%ED%92%88%20%ED%8F%AC%EC%9E%A5%EC%A7%80%20%EC%9D%B8%EC%8B%9D_4ff5f94d-694d-420e-b7d6-0ccad18eb1f1/5068ee0b-2372-4c83-b5b0-cb0279e00025/1570930001428-1f6b6a8a-8460-4731-8cdd-a87cef894aff_1.7d95d9374ee4edf9db43bb1d0f1c795a.jpeg
41,f266180a-754b-49f2-90f7-c53c09fd95e1,8,0.9977983236312866,6,6,4516,15158.107325995365,1.0,1,https://task-data-bucket.s3.ap-northeast-2.amazonaws.com/%EC%8B%9D%ED%92%88%20%ED%8F%AC%EC%9E%A5%EC%A7%80%20%EC%9D%B8%EC%8B%9D_4ff5f94d-694d-420e-b7d6-0ccad18eb1f1/5068ee0b-2372-4c83-b5b0-cb0279e00025/1570930001428-1f6b6a8a-8460-4731-8cdd-a87cef894aff_1.7d95d9374ee4edf9db43bb1d0f1c795a.jpeg
42,f266180a-754b-49f2-90f7-c53c09fd95e1,9,0.9786751866340636,4,4,2050,6880.894601038638,1.0,1,https://task-data-bucket.s3.ap-northeast-2.amazonaws.com/%EC%8B%9D%ED%92%88%20%ED%8F%AC%EC%9E%A5%EC%A7%80%20%EC%9D%B8%EC%8B%9D_4ff5f94d-694d-420e-b7d6-0ccad18eb1f1/5068ee0b-2372-4c83-b5b0-cb0279e00025/1570930001428-1f6b6a8a-8460-4731-8cdd-a87cef894aff_1.7d95d9374ee4edf9db43bb1d0f1c795a.jpeg
43,8a51aa62-0144-4c6e-85bc-53da76dbcf2c,0,0.998361110687256,8,8,2179,11713.644076390063,1.0,0,https://task-data-bucket.s3.ap-northeast-2.amazonaws.com/%EC%8B%9D%ED%92%88%20%ED%8F%AC%EC%9E%A5%EC%A7%80%20%EC%9D%B8%EC%8B%9D_4ff5f94d-694d-420e-b7d6-0ccad18eb1f1/c2cf64b2-8534-4ab5-a883-a1d3410afdba/1571307183164-71.jpeg
44,8a51aa62-0144-4c6e-85bc-53da76dbcf2c,1,0.1961917281150818,9,3,1423,7649.617035659963,0.16666666666666666,0,https://task-data-bucket.s3.ap-northeast-2.amazonaws.com/%EC%8B%9D%ED%92%88%20%ED%8F%AC%EC%9E%A5%EC%A7%80%20%EC%9D%B8%EC%8B%9D_4ff5f94d-694d-420e-b7d6-0ccad18eb1f1/c2cf64b2-8534-4ab5-a883-a1d3410afdba/1571307183164-71.jpeg
