,image_time,crop_time,human_len,ai_len,prob,similarity
156,24.355795934056548,4.067,7,7,0.920268177986145,1.0
158,8.551776885623985,1.428,5,5,0.9997102618217468,1.0
159,16.864008200222088,2.816,12,11,0.5527740120887756,0.7826086956521741
160,11.492198769966688,1.919,19,17,0.9786083102226256,0.7222222222222222
161,10.5519824036901,1.762,9,8,0.9993926286697388,0.9411764705882352
162,11.977278551294097,2.0,10,9,0.9629657864570618,0.9473684210526316
163,7.0725829845391655,1.181,16,13,0.9086970090866088,0.8965517241379308
164,8.31821995387375,1.389,10,9,0.9917181134223938,0.9473684210526316
165,4.760666666666667,1.406,1,3,0.4700550436973572,0.0
166,1.919842105263158,0.567,1,5,0.4663071036338806,0.0
167,1.618491228070175,0.478,1,3,0.3876975774765015,0.0
168,11.2597683481273,3.07,5,4,0.6243356466293335,0.0
169,17.267423251786102,4.708,13,10,0.8573150634765625,0.08695652173913042
170,5.354808400086599,1.46,8,13,0.5845713019371033,0.09523809523809523
171,2.912,0.687,1,6,0.312459409236908,0.0
172,16.670049034497723,1.536,6,6,0.8942312002182007,0.8333333333333334
173,19.448390540247342,1.792,5,5,0.9999060034751892,1.0
174,13.902560425254936,1.281,5,5,0.996407985687256,1.0
175,16.705377525252526,5.863,6,6,0.9852335453033448,0.0
176,6.459336662075298,2.267,5,11,0.8471208214759827,0.0
177,3.4305431588613406,1.204,11,11,0.943780243396759,0.18181818181818185
178,3.114272153351699,1.093,4,6,0.9999330043792723,0.4
179,2.835041896235078,0.995,4,7,0.9996207356452942,0.0
180,5.852438246097337,2.054,5,4,0.5116334557533264,0.2222222222222222
181,3.5929525941230485,1.261,6,4,0.5106667280197144,0.0
183,2.9917527548209364,1.05,10,14,0.9108636379241944,0.25
184,14.168516260162603,3.61,1,2,0.3508969843387604,0.0
185,3.355701219512195,0.855,1,3,0.4821341037750244,0.0
186,5.647782520325202,1.439,2,1,0.33584538102149963,0.0
190,14.597668508287292,5.719,17,16,0.9982074499130248,0.9696969696969696
191,2.975,0.751,1,2,0.1844985783100128,0.0
192,1.7668264692272093,0.384,1,9,0.3524898588657379,0.0
193,2.2821508560851456,0.496,1,3,0.3747956156730652,0.0
194,2.309757519666821,0.502,1,11,0.3373545110225677,0.0
195,1.7438209162424805,0.379,1,8,0.4787577986717224,0.0
196,1.840444238778344,0.4,1,8,0.3309346139431,0.0
202,6.923068820224719,1.435,12,10,0.8859528303146362,0.8181818181818182
203,7.950674157303371,1.648,7,6,0.99752539396286,0.9230769230769232
204,7.733574438202249,1.603,6,6,0.9897592067718506,1.0
205,7.545421348314607,1.564,14,13,0.9969825148582458,0.9629629629629628
206,8.341453651685393,1.729,7,7,0.26592573523521423,0.5714285714285714
207,6.160807584269664,1.277,16,15,0.9683220386505128,0.967741935483871
208,6.394994235436894,1.623,10,7,0.9215490221977234,0.0
209,5.603007888349515,1.422,8,9,0.9505701065063475,0.0
210,4.255449029126214,1.08,5,4,0.9999861121177672,0.2222222222222222
211,4.2318076456310685,1.074,9,8,0.9724506139755248,0.0
212,5.48874120145631,1.393,9,17,0.5307930707931519,0.0
213,1.5758391608391606,0.415,1,6,0.2275892347097397,0.0
214,1.461923076923077,0.385,1,4,0.8494644165039062,0.0
215,1.849237762237762,0.487,1,3,0.42504939436912537,0.0
216,5.803,1.318,1,3,0.4451400935649872,0.0
217,3.991483624801272,0.832,20,14,0.4687588512897492,0.05882352941176471
218,8.539472178060413,1.78,9,11,0.2704217731952667,0.1
219,6.721236248012718,1.401,12,12,0.424431711435318,0.25
220,10.923807949125596,2.277,12,5,0.3120218813419342,0.0
221,3.5645583133173204,0.4,1,3,0.33925560116767883,0.0
222,3.368507606084868,0.378,1,7,0.2611038386821747,0.0
223,3.4308873765679215,0.385,1,8,0.25271281599998474,0.0
224,4.134887643448092,0.464,1,7,0.3862623572349548,0.0
225,18.892159060581797,2.12,1,11,0.6003735661506653,0.0
226,1.8193724712415709,0.401,1,4,0.1927565038204193,0.0
227,1.8012241174137247,0.397,1,5,0.4569952189922333,0.0
228,1.7649274097580325,0.389,1,1,0.06715516746044159,0.0
229,2.0507639825466084,0.452,1,3,0.3524617850780487,0.0
230,1.9464109480364933,0.429,1,3,0.4479685127735138,0.0
231,2.05530107100357,0.453,1,3,0.293643593788147,0.0
232,3.384094903339192,1.167,1,8,0.34571048617362976,0.0
233,1.0294376098418279,0.355,1,13,0.4286221563816071,0.0
234,1.0845342706502636,0.374,1,10,0.3483250141143799,0.0
235,1.101933216168717,0.38,1,12,0.4481857419013977,0.0
236,22.34996589602759,5.156,12,12,0.9866909384727478,1.0
237,15.154282539277046,3.496,12,12,0.9997856616973876,1.0
239,16.16861380763827,3.73,12,12,0.9996101260185242,1.0
240,13.684802624856303,3.157,9,9,0.999508023262024,1.0
241,14.491065940733172,3.343,18,17,0.977849543094635,0.9714285714285714
242,8.238113459879207,0.923,6,11,0.487886518239975,0.5882352941176471
243,12.040319672131147,1.349,7,9,0.409469336271286,0.125
244,21.099566867989644,2.364,9,11,0.7379138469696045,0.9
245,8.272240630127996,1.891,11,7,0.9829248189926147,0.0
246,6.308075615359369,1.442,11,9,0.9818171262741088,0.0
247,5.818127994748934,1.33,11,8,0.999398708343506,0.0
248,6.15059245159173,1.406,11,13,0.9032022953033448,0.0
249,6.093723531342303,1.393,11,8,0.9442451596260072,0.0
250,8.377229405973088,1.915,11,6,0.9865653514862059,0.1176470588235294
251,5.266936921562193,1.204,10,8,0.9994574189186096,0.2222222222222222
253,6.811146832950444,1.557,5,12,0.9775230884552002,0.0
254,7.064869707909419,1.615,10,19,0.876292884349823,0.0
255,2.878,0.44,1,6,0.5892030000686646,0.0
256,3.6915346077785105,1.602,6,3,0.4667032361030578,0.0
257,13.033283234453968,5.656,11,13,0.9626656174659728,0.08333333333333333
258,4.249182157767524,1.844,8,3,0.3028810918331146,0.18181818181818185
260,6.289330135343498,1.935,11,11,0.902545928955078,0.9090909090909092
261,4.3456508480383755,1.337,5,5,0.9494599699974059,0.0
262,23.51427871148459,4.358,10,10,0.9998785853385924,1.0
263,21.900976890756304,4.059,7,7,0.9857088327407836,1.0
264,8.519744397759105,1.579,17,14,0.9076315760612488,0.8387096774193549
265,3.113,0.828,1,10,0.32609811425209045,0.0
266,6.056,0.756,1,12,0.4419902265071869,0.0
267,13.588254779225172,2.486,5,5,0.7538369297981262,1.0
268,13.779561664692945,2.521,8,8,0.9996386766433716,1.0
269,4.9411835560818815,0.904,6,7,0.9545749425888062,0.9230769230769232
270,8.101617844453218,1.489,6,8,0.5582257509231567,0.8571428571428571
271,25.28967074615081,4.648,7,7,0.9385998249053956,1.0
272,7.954711409395973,1.462,17,12,0.3545486927032471,0.0
273,2.0273601286173633,0.473,1,10,0.3868784308433533,0.0
274,1.9202057877813503,0.448,1,3,0.5632212162017822,0.0
275,1.8087652733118968,0.422,1,6,0.5328956842422485,0.0
276,2.241668810289389,0.523,1,7,0.2564199566841125,0.0
277,8.654236861805659,1.952,18,15,0.9961845278739928,0.7878787878787878
278,12.037014897439736,2.715,10,10,0.9998842477798462,1.0
279,14.329146279383142,3.232,4,4,0.9999879598617554,1.0
280,5.768013400209612,1.301,5,5,0.9986923336982728,1.0
281,7.129104955831711,1.608,5,5,0.9997586607933044,1.0
282,11.305483605330139,2.55,3,3,0.6227374672889711,1.0
283,3.921,1.12,1,3,0.34584856033325195,0.0
285,27.910893266147504,0.359,1,3,0.4152589440345764,0.0
286,29.31032524049473,0.377,1,3,0.5553487539291382,0.0
287,7.591496548685563,1.543,5,5,0.5898985862731934,0.8
288,19.143559994125425,3.891,9,9,0.8512229919433594,0.8888888888888888
289,6.7649434571890135,1.375,18,16,0.8572503924369812,0.8823529411764706
290,8.495175891758917,1.246,3,3,0.52427738904953,0.6666666666666666
291,8.167913899138991,1.198,7,7,0.7673159837722778,0.8571428571428571
292,8.631535055350554,1.266,6,6,0.8834415674209595,0.8333333333333334
293,7.731564575645756,1.134,10,10,0.9546864628791808,0.9
294,5.7748105781057815,0.847,8,6,0.5087592601776123,0.5714285714285714
295,10.518027983274363,1.817,13,12,0.655593752861023,0.8
296,8.387794467674492,1.449,5,5,0.9991884231567384,1.0
297,9.360292376970085,1.617,5,5,0.9982180595397948,1.0
298,8.237288838854937,1.423,11,11,0.9589962959289552,1.0
299,8.694594403345127,1.502,9,9,0.9999945163726808,1.0
300,8.79300192988099,1.519,11,10,0.9949684143066406,0.9523809523809524
301,2.52,0.718,1,10,0.29991453886032104,0.0
302,13.360862626978504,3.821,4,4,0.5841379165649414,0.75
303,4.724031774155445,1.351,5,5,0.8952592015266418,1.0
304,11.518105598866052,3.294,6,6,0.9303659200668336,0.8333333333333334
305,36.65852320328542,5.344,8,8,0.9491797685623168,1.0
306,31.239317864476387,4.554,12,12,0.9712018370628356,1.0
307,25.05182012320329,3.652,17,14,0.9809638857841492,0.8387096774193549
308,16.086122176591378,2.345,11,11,0.9619208574295044,1.0
309,22.25304065708419,3.244,6,6,0.9999904036521912,1.0
312,1.7956713455953535,0.402,1,10,0.3162343204021454,0.0
313,1.6214644240077443,0.363,1,13,0.3630214929580689,0.0
314,1.7018676185866408,0.381,1,1,0.44336172938346863,0.0
315,1.8314060987415297,0.41,1,13,0.3059698641300201,0.0
316,2.175353097773476,0.487,1,3,0.3756977021694183,0.0
317,7.705306147144241,1.725,1,10,0.2945755422115326,0.0
318,1.6259312681510167,0.364,1,4,0.18426044285297394,0.0
319,10.239179487179488,1.152,9,9,0.9997951984405518,1.0
320,14.638826923076923,1.647,6,6,0.7225601673126221,1.0
321,16.452014957264957,1.851,6,6,0.9999260902404784,1.0
322,18.23853846153846,2.052,16,16,0.8657967448234558,0.625
323,15.30544017094017,1.722,11,11,0.9999520778656006,1.0
324,6.594574778325124,2.684,6,6,0.9400686621665956,0.0
325,3.538072906403941,1.44,6,11,0.6394662857055664,0.0
327,2.683038620689655,1.092,10,4,0.9574525952339172,0.0
328,10.486454975369458,4.268,5,6,0.9972187876701356,0.0
329,2.230951527093596,0.908,6,8,0.9999870657920836,0.14285714285714285
330,5.442244088669951,2.215,6,7,0.9973329305648804,0.0
331,21.031067285382836,1.799,17,7,0.3681535124778748,0.3333333333333333
333,16.255699289660615,2.794,6,5,0.9995706677436828,0.9090909090909092
334,16.33715232833465,2.808,17,15,0.9483457207679749,0.9375
336,17.858573395964555,2.617,10,9,0.966948926448822,0.9473684210526316
337,15.599808476566672,2.286,7,7,0.9995533227920532,1.0
338,15.797706309384008,2.315,7,7,0.9893792271614076,1.0
339,8.919050603181383,1.307,13,12,0.9727174043655396,0.8
340,19.16879353047934,2.809,8,8,0.8451799154281616,1.0
341,16.534705135048576,2.423,13,13,0.5596278309822083,0.07692307692307693
342,20.85433714102701,3.056,7,7,0.9959650039672852,1.0
344,8.531198635028964,1.809,2,3,0.9888335466384888,0.0
345,20.127780969764302,4.268,10,3,0.9998236894607544,0.0
346,9.186719149273868,1.948,6,3,0.9996694922447203,0.0
347,7.0126547099436545,1.487,6,3,0.4820646941661834,0.2222222222222222
348,6.668388540592017,1.414,7,3,0.8635718822479248,0.2
349,7.899257995397193,1.675,8,3,0.8648474216461182,0.0
350,6.119965570242853,1.028,5,8,0.7279511094093323,0.0
351,7.1439286812173375,1.2,11,12,0.9738971590995787,0.0
352,6.10210574853981,1.025,5,8,0.9998815059661864,0.0
353,5.254179872204473,1.249,1,3,0.1307222843170166,0.0
354,1.6532367412140576,0.393,1,3,0.3005591034889221,0.0
355,3.1003447284345054,0.737,1,6,0.3017962574958801,0.0
356,1.4597281150159744,0.347,1,7,0.6979419589042664,0.0
357,1.6995105431309905,0.404,1,5,0.9574330449104308,0.0
358,19.47354086088584,2.997,5,5,0.9999544024467468,1.0
359,14.730235946489222,2.267,9,9,0.9999937415122986,1.0
360,12.891393082414918,1.984,6,6,0.9999850988388062,1.0
361,22.553440216261176,3.471,10,8,0.9924575090408324,0.8888888888888888
362,24.093389893948846,3.708,17,17,0.9603572487831116,1.0
363,1.51230029546065,0.409,1,4,0.9302698373794556,0.0
364,1.5899489658877246,0.43,1,5,0.8963561058044434,0.0
365,1.51230029546065,0.409,1,1,0.24128413200378415,0.0
366,2.362738114423852,0.639,1,17,0.39344194531440735,0.0
367,1.3015396185871606,0.352,1,4,0.1764095425605774,0.0
368,5.487172710179962,1.484,1,5,0.3466724753379822,0.0
369,20.755063157309,2.791,7,7,0.9869205355644226,1.0
371,15.408273329252687,2.072,5,5,0.9967989921569824,1.0
372,33.7316253964721,4.536,8,8,0.9999454021453856,1.0
373,17.84742084469423,2.4,7,7,0.9999800324440002,1.0
374,1.9500410447761194,0.453,1,3,0.359121173620224,0.0
375,1.8897748756218904,0.439,1,4,0.5788662433624268,0.0
376,1.9758694029850747,0.459,1,9,0.27582672238349915,0.0
377,2.117925373134329,0.492,1,11,0.3209962546825409,0.0
378,2.4493893034825875,0.569,1,9,0.2704717814922333,0.0
379,11.654082941843514,1.982,6,6,0.989515483379364,1.0
380,7.355831362384578,1.251,4,4,0.9833645820617676,0.75
381,10.895567957233112,1.853,7,7,0.9357263445854188,0.0
382,6.391517738538798,1.087,11,5,0.9879618883132936,0.625
383,8.420441368726198,1.455,6,6,0.9633233547210692,1.0
384,13.113897004490426,2.266,18,16,0.552646815776825,0.0
385,7.737546467344966,1.337,9,9,0.8737096786499023,0.8888888888888888
386,16.93347865628375,2.926,5,5,0.9828063845634459,1.0
388,11.441383220599102,1.977,12,12,0.9648014903068542,0.8333333333333334
389,8.021121468765987,1.386,15,12,0.8363674879074097,0.3703703703703704
390,7.772269936906724,1.343,10,9,0.92838716506958,0.9473684210526316
391,9.10912351503439,1.574,14,13,0.9597316384315492,0.9629629629629628
392,24.16725210318707,3.923,3,3,0.958022952079773,1.0
393,18.955553077111045,3.077,8,8,0.9994041323661804,1.0
394,26.766941215485044,4.345,11,10,0.9880658388137816,0.9523809523809524
395,17.421613292840437,2.828,12,10,0.907889187335968,0.6363636363636364
396,26.083136733340318,4.234,11,9,0.7450743913650513,0.6
399,19.319016720773558,3.136,14,13,0.984199285507202,0.8888888888888888
400,4.524637209302327,0.637,5,9,0.6270365118980408,0.5714285714285714
401,8.46682504472272,1.192,6,6,0.5591216683387756,0.8333333333333334
403,5.028335964751239,1.021,7,7,0.9979662895202636,1.0
404,6.136441343859006,1.246,11,4,0.3011190891265869,0.4
405,8.106406462272812,1.646,8,8,0.9983577728271484,0.125
406,7.554816229116946,1.534,10,10,0.9640788435935974,0.1
407,4.548588989169676,1.369,7,7,0.9989417791366576,1.0
408,5.967323465703971,1.796,5,5,0.5189592838287354,1.0
409,3.392337003610109,1.021,11,11,0.9449200630187988,1.0
410,4.498750541516246,1.354,4,4,0.7159603834152222,1.0
411,9.761074061032863,1.699,11,9,0.9916589856147766,0.1
412,11.099702816901408,1.932,14,13,0.9489677548408508,0.9629629629629628
413,12.97837922535211,2.259,10,9,0.9064462780952454,0.9473684210526316
414,15.109843896713615,2.63,13,7,0.6962141394615173,0.5
415,8.461845639719924,1.612,10,10,0.27096161246299744,0.0
416,9.527450270528325,1.815,7,7,0.9855849742889404,0.0
417,14.262304344366642,2.717,7,7,0.9796370267868042,0.0
418,11.847633752387017,2.257,9,9,0.9543080925941468,1.0
419,13.312183959261617,2.536,9,8,0.9946280717849731,0.9411764705882352
420,8.561582033736473,1.631,7,7,0.8908498883247375,0.8571428571428571
421,11.694820198206699,2.168,13,12,0.8549595475196838,0.72
422,4.59593487494101,0.852,6,6,0.7609440684318542,0.16666666666666666
423,6.570244926852289,1.218,5,3,0.5899213552474976,0.5
424,19.528534495021336,0.977,1,3,0.41053375601768494,0.0
425,15.430940256045519,0.772,1,3,0.4813588559627533,0.0
426,14.931233641536272,0.747,1,3,0.4049438834190369,0.0
427,15.171092816500714,0.759,1,3,0.452626496553421,0.0
428,21.64729054054054,1.083,1,12,0.3790405690670013,0.0
429,25.704908250355615,1.286,1,4,0.16736693680286407,0.0
430,12.405053182785139,1.72,11,9,0.9979441165924072,0.9
431,12.001167730322368,1.664,8,8,0.9997119307518004,1.0
432,9.801434462444771,1.359,10,9,0.8359459042549133,0.9473684210526316
433,9.866344624447718,1.368,13,10,0.9567465782165528,0.7826086956521741
434,11.387427882357965,1.949,3,3,0.9922341108322144,1.0
435,20.607213002091598,3.527,6,6,0.9052249193191528,1.0
436,19.26923404618602,3.298,17,15,0.3557700514793396,0.0
439,11.083607333418707,1.897,2,2,0.996519923210144,1.0
440,12.111923037520809,2.073,4,4,0.970239520072937,1.0
441,35.645187356979406,4.895,7,7,0.9242210388183594,1.0
443,21.073988194299982,2.894,18,17,0.9908823370933532,0.9142857142857144
446,31.92410651133763,4.384,3,3,0.8790358901023865,1.0
448,19.17339699916788,2.633,7,7,0.7837783694267273,0.8571428571428571
449,14.48437595772787,2.443,8,8,0.8165853023529053,0.875
450,4.743143989431967,0.8,5,4,0.5728973746299744,0.0
451,3.2134800528401586,0.542,6,6,0.7996864914894104,0.0
452,2.7904637550652867,0.985,5,7,0.9999576210975648,0.16666666666666666
453,14.558571814497977,5.139,11,11,0.9851471781730652,0.18181818181818185
454,4.810362899594778,1.698,5,3,0.9265411496162416,0.0
455,3.008601530841964,1.062,2,7,0.5590947270393372,0.0
457,10.069457285502958,3.227,4,4,0.9989832639694214,1.0
458,8.902436205621301,2.853,4,4,0.9984710216522216,1.0
459,5.860068417159763,1.878,4,4,0.995244026184082,1.0
460,10.478226701183432,3.358,11,10,0.986312210559845,0.7619047619047619
461,7.941360022189349,2.545,7,8,0.972452998161316,0.8
462,3.092773376324274,0.698,1,7,0.2613411545753479,0.0
463,2.7604553201289725,0.623,1,3,0.5163432955741882,0.0
464,3.5624495624136348,0.804,1,3,0.4778483211994171,0.0
465,3.278871487793644,0.74,1,1,0.34164586663246155,0.0
466,3.026309765085214,0.683,1,9,0.2683591842651367,0.0
467,3.5181404882542613,0.794,1,3,0.3918185234069824,0.0
468,2.1703468780971256,0.42,1,6,0.5174739360809326,0.0
469,1.7724499504459865,0.343,1,5,0.21314123272895813,0.0
470,2.0101546085232904,0.389,1,5,0.3331427574157715,0.0
471,2.1703468780971256,0.42,1,13,0.3839303553104401,0.0
472,2.304701684836472,0.446,1,6,0.24336840212345126,0.0
473,2.0363949152542373,0.351,1,8,0.31417644023895264,0.0
474,2.813822033898305,0.485,1,2,0.3132680952548981,0.0
475,2.7790118644067796,0.479,1,3,0.4915183782577514,0.0
476,2.6397711864406785,0.455,1,2,0.1065988764166832,0.0
478,19.006349821686218,2.936,5,5,0.9999212622642516,1.0
